,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
2059,2084,'Action Thriller Science Fiction Horror',1946,'video game hacker bodyguard pop star virtual reality',eXistenZ,1999-04-14,2856712,Released,eXistenZ,'Jennifer Jason Leigh Jude Law Ian Holm Willem Dafoe Don McKellar','David Cronenberg'
2060,2085,'Adventure Action',85,'saving the world riddle nepal himalaya cairo','Raiders of the Lost Ark',1981-06-12,389925971,Released,'Raiders of the Lost Ark','Harrison Ford Karen Allen Paul Freeman Ronald Lacey John Rhys-Davies','Steven Spielberg'
2061,2086,'Comedy Family Adventure Crime',772,'holiday new york new york city christmas','Home Alone 2: Lost in New York',1992-11-19,358991681,Released,'Home Alone 2: Lost in New York','Macaulay Culkin Joe Pesci Catherine O\'Hara Daniel Stern John Heard','Chris Columbus'
2062,2087,'Science Fiction Drama',840,'indiana obsession extraterrestrial technology evacuation blackout','Close Encounters of the Third Kind',1977-11-16,303788635,Released,'Close Encounters of the Third Kind','Richard Dreyfuss Fran\\u00e7ois Truffaut Teri Garr Melinda Dillon Bob Balaban','Steven Spielberg'
2063,2088,'Horror Thriller',9682,'suicide hacker death of a friend website remake',Pulse,2006-08-11,29907685,Released,Pulse,'Kristen Bell Ian Somerhalder Christina Milian Rick Gonzalez Jonathan Tucker','Jim Sonzero'
2064,2089,'Action Comedy Crime',96,'smuggling of arms detective intensive care undercover strip club','Beverly Hills Cop II',1987-05-18,299965036,Released,'Beverly Hills Cop II','Eddie Murphy Judge Reinhold John Ashton Ronny Cox Paul Reiser','Tony Scott'
2065,2090,Comedy,10678,'prison ex-boyfriend support escape lawyer','Bringing Down the House',2003-03-07,132675402,Released,'Bringing Down the House','Steve Martin Queen Latifah Eugene Levy Joan Plowright Jean Smart','Adam Shankman'
2066,2091,'Crime Drama Thriller',274,'based on novel psychopath horror suspense serial killer','The Silence of the Lambs',1991-02-01,272742922,Released,'The Silence of the Lambs','Jodie Foster Anthony Hopkins Scott Glenn Ted Levine Anthony Heald','Jonathan Demme'
2067,2092,'Music Comedy',8872,'tv show heavy metal television producer woman director','Wayne\'s World',1992-02-14,121697323,Released,'Wayne\'s World','Mike Myers Dana Carvey Rob Lowe Tia Carrere Lara Flynn Boyle','Penelope Spheeris'
2068,2093,'Comedy Documentary Action',16290,'pain stunts stuntman stupidity comedy','Jackass 3D',2010-10-15,117224271,Released,'Jackass 3D','Johnny Knoxville Bam Margera Ryan Dunn Steve-O Chris Pontius','Jeff Tremaine'
2069,2094,'Horror Thriller',579,'mayor island police chief sailing boat accident','Jaws 2',1978-06-16,187884007,Released,'Jaws 2','Roy Scheider Lorraine Gary Murray Hamilton Joseph Mascolo Jeffrey Kramer','Jeannot Szwarc'
2070,2095,'Adventure Comedy Family',14405,'dog dirt chihuahua pinata potted plant duringcreditsstinger','Beverly Hills Chihuahua',2008-10-03,149281606,Released,'Beverly Hills Chihuahua','Drew Barrymore Piper Perabo Andy Garc\\u00eda George Lopez Paul Rodr\\u00edguez','Raja Gosnell'
2071,2096,'Horror Thriller',138843,'sister sister relationship exorcism rhode island based on true story farmhouse','The Conjuring',2013-07-18,318000141,Released,'The Conjuring','Patrick Wilson Vera Farmiga Lili Taylor Ron Livingston Shanley Caswell','James Wan'
2072,2097,'Adventure Comedy Family Romance',11637,'car journey macho road trip children pretty woman','Are We There Yet?',2005-01-20,97918663,Released,'Are We There Yet?','Ice Cube Nia Long Aleisha Allen Philip Bolden Jay Mohr','Brian Levant'
2073,2098,Comedy,226486,?,Tammy,2014-07-02,100525432,Released,Tammy,'Melissa McCarthy Susan Sarandon Kathy Bates Allison Janney Dan Aykroyd','Ben Falcone'
2074,2099,'Comedy Music',1584,'rock and roll rock high school music band','School of Rock',2003-10-03,131282949,Released,'School of Rock','Jack Black Joan Cusack Mike White Sarah Silverman Adam Pascal','Richard Linklater'
2075,2100,'Action Fantasy',9312,'martial arts monster island gore sorcerer','Mortal Kombat',1995-08-18,122195920,Released,'Mortal Kombat','Christopher Lambert Robin Shou Linden Ashby Cary-Hiroyuki Tagawa Bridgette Wilson','Paul W.S. Anderson'
2076,2101,Comedy,12153,'undercover fbi fish out of water high society buddy cop','White Chicks',2004-06-23,113086475,Released,'White Chicks','Shawn Wayans Marlon Wayans Jaime King Frankie Faison Maitland Ward','Keenen Ivory Wayans'
2077,2102,'Comedy Drama',65057,'hawaii father-in-law daughter cheating wife beach house','The Descendants',2011-09-09,177243185,Released,'The Descendants','George Clooney Shailene Woodley Amara Miller Nick Krause Robert Forster','Alexander Payne'
2078,2103,'Adventure Family Drama Comedy',8326,'curse suitor false accusations reference to annabel lee digging',Holes,2003-04-18,0,Released,Holes,'Sigourney Weaver Jon Voight Tim Blake Nelson Patricia Arquette Shia LaBeouf','Andrew Davis'
2079,2104,'Drama Family Romance',35690,'brother sister relationship new love daughter summer vacation woman director','The Last Song',2010-03-31,0,Released,'The Last Song','Miley Cyrus Greg Kinnear Bobby Coleman Liam Hemsworth Hallock Beals','Julie Anne Robinson'
2080,2105,'Drama History',76203,'whip kidnapping slavery plantation night shift','12 Years a Slave',2013-10-18,187000000,Released,'12 Years a Slave','Chiwetel Ejiofor Michael Fassbender Lupita Nyong\'o Benedict Cumberbatch Paul Dano','Steve McQueen'
2081,2106,'Drama Romance Comedy Music',13497,'music rehearsal fraternity initiation television broadcast white male pretending to be black sorority party',Drumline,2002-12-13,57588485,Released,Drumline,'Nick Cannon Zoe Saldana Orlando Jones Leonard Roberts GQ','Charles Stone III'
2082,2107,'Comedy Romance',35688,?,'Why Did I Get Married Too?',2010-04-02,60072596,Released,'Why Did I Get Married Too?','Tyler Perry Janet Jackson Jill Scott Sharon Leal Malik Yoba','Tyler Perry'
2083,2108,'Fantasy Drama Romance',162,'underdog love at first sight hairdresser small town scissors','Edward Scissorhands',1990-12-05,53000000,Released,'Edward Scissorhands','Johnny Depp Winona Ryder Dianne Wiest Alan Arkin Anthony Michael Hall','Tim Burton'
2084,2109,'Drama Romance',296096,'england based on novel depression small town wheelchair','Me Before You',2016-06-02,207945075,Released,'Me Before You','Emilia Clarke Sam Claflin Janet McTeer Charles Dance Brendan Coyle','Thea Sharrock'
2085,2110,'Drama Comedy Crime',103370,?,'Madea\'s Witness Protection',2012-06-29,0,Released,'Madea\'s Witness Protection','Tyler Perry Eugene Levy Denise Richards Doris Roberts Devan Leos','Tyler Perry'
2086,2111,'Action Crime Thriller',1051,'police brutality marseille night life attempted murder drug dealer','The French Connection',1971-10-09,41158757,Released,'The French Connection','Gene Hackman Fernando Rey Roy Scheider Tony Lo Bianco Marcel Bozzuffi','William Friedkin'
2087,2112,Comedy,376659,'alcohol bar party divorce family','Bad Moms',2016-07-28,183936074,Released,'Bad Moms','Mila Kunis Kristen Bell Kathryn Hahn Christina Applegate Jada Pinkett Smith','Jon Lucas'
2088,2113,Comedy,10073,'date diary parents-in-law bridegroom wedding','Date Movie',2006-02-17,48548426,Released,'Date Movie','Alyson Hannigan Adam Campbell Sophie Monk Jennifer Coolidge Fred Willard','Jason Friedberg'
2089,2114,'Adventure Fantasy Animation Family',16690,animation,'Return to Never Land',2002-02-14,109862682,Released,'Return to Never Land','Harriet Owen Blayne Weaver Jeff Bennett Kath Soucie Corey Burton','Robin Budd'
2090,2115,'History Drama',273895,'alabama martin luther king president black american civil rights',Selma,2014-12-25,66787908,Released,Selma,'David Oyelowo Tom Wilkinson Carmen Ejogo Andr\\u00e9 Holland Omar J. Dorsey','Ava DuVernay'
2091,2116,'Family Animation Adventure',14873,'river musical tiger village feral child','The Jungle Book 2',2003-02-07,135680000,Released,'The Jungle Book 2','John Goodman Haley Joel Osment Mae Whitman Connor Funk Bob Joles','Steve Trenbirth'
2092,2117,'Thriller Horror Drama Mystery',8968,'nightmare hallucination childhood trauma break-up hometown',Boogeyman,2005-02-04,67192859,Released,Boogeyman,'Emily Deschanel Barry Watson Skye McCole Bartusiak Lucy Lawless Tory Mussett','Stephen T. Kay'
2093,2118,'Thriller Drama Mystery',9963,'deja vu dying and death time travel loss of husband car crash',Premonition,2007-02-08,84146832,Released,Premonition,'Sandra Bullock Julian McMahon Courtney Taylor Burness Nia Long Shyann McClure','Mennan Yapo'
2094,2119,'Animation Family',15655,'owl donkey tiger piglet bear','The Tigger Movie',2000-02-11,45554533,Released,'The Tigger Movie','Jim Cummings Nikita Hopkins Ken Sansom John Fiedler Peter Cullen','Jun Falkenstein'
2095,2120,'Horror Thriller Mystery',21208,'nun deaf-mute orphan all girl troubled marriage',Orphan,2009-07-24,41596251,Released,Orphan,'Vera Farmiga Peter Sarsgaard Isabelle Fuhrman CCH Pounder Jimmy Bennett','Jaume Collet-Serra'
2096,2121,'Adventure Drama Family',272878,'afghanistan war based on true story rescue betrayal',Max,2015-06-26,43967255,Released,Max,'Thomas Haden Church Josh Wiggins Lauren Graham Robbie Amell Mia Xitlali','Boaz Yakin'
2097,2122,'Action Adventure Comedy',9760,?,'Epic Movie',2007-01-25,86865564,Released,'Epic Movie','Kal Penn Adam Campbell Jennifer Coolidge Jayma Mays Faune A. Chambers','Jason Friedberg'
2098,2123,'Drama Thriller History',314365,'child abuse journalism judge florida boston',Spotlight,2015-11-06,88346473,Released,Spotlight,'Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery','Tom McCarthy'
2099,2124,'Drama Crime Thriller',13279,'vandalism harassment neighbor house party shot to death','Lakeview Terrace',2008-09-19,27640028,Released,'Lakeview Terrace','Samuel L. Jackson Patrick Wilson Kerry Washington Ron Glass Justin Chambers','Neil LaBute'
2100,2125,'Horror Thriller',1975,'remake little boy curse','The Grudge 2',2006-10-13,39143839,Released,'The Grudge 2','Sarah Michelle Gellar Amber Tamblyn Edison Chen Arielle Kebbel Jennifer Beals','Takashi Shimizu'
2101,2126,'Comedy Drama Romance',33644,'black people age difference jamaica vacation female protagonist','How Stella Got Her Groove Back',1998-08-14,37672350,Released,'How Stella Got Her Groove Back','Angela Bassett Taye Diggs Whoopi Goldberg Regina King Suzzanne Douglas','Kevin Rodney Sullivan'
2102,2127,'Adventure Comedy Family Fantasy Science Fiction',1649,'future dying and death heaven time travel heavy metal','Bill & Ted\'s Bogus Journey',1991-07-19,0,Released,'Bill & Ted\'s Bogus Journey','Keanu Reeves Alex Winter George Carlin William Sadler Joss Ackland','Peter Hewitt'
2103,2128,'Comedy Drama Romance Thriller',9895,'usa president presidential election comedian','Man of the Year',2006-10-09,41237648,Released,'Man of the Year','Robin Williams Christopher Walken Laura Linney Lewis Black Jeff Goldblum','Barry Levinson'
2104,2129,'Adventure Family Science Fiction Action',9570,'killer robot space marine ghost ship black hole','The Black Hole',1979-12-18,35841901,Released,'The Black Hole','Maximilian Schell Anthony Perkins Robert Forster Joseph Bottoms Ernest Borgnine','Gary Nelson'
2105,2130,'Crime Drama Thriller',27579,'prostitute sweden suspense priest very little dialogue','The American',2010-08-31,65464324,Released,'The American','George Clooney Violante Placido Thekla Reuten Paolo Bonacelli Johan Leysen','Anton Corbijn'
2106,2131,Drama,16052,'musical tejano elopement bustier fan club',Selena,1997-03-21,60000000,Released,Selena,'Jennifer Lopez Edward James Olmos Constance Marie Jon Seda Lupe Ontiveros','Gregory Nava'
2107,2132,'Horror Comedy',40264,'vampire high school prom spoof horror spoof','Vampires Suck',2010-08-18,80547866,Released,'Vampires Suck','Chris Riggi Matt Lanter Jenn Proske Ken Jeong Bradley Dodds','Jason Friedberg'
2108,2133,Drama,1164,'terror loss of mother gun morocco deaf-mute',Babel,2006-09-08,135330182,Released,Babel,'Brad Pitt Cate Blanchett Gael Garc\\u00eda Bernal Rinko Kikuchi Adriana Barraza','Alejandro Gonz\\u00e1lez I\\u00f1\\u00e1rritu'
2109,2134,'Drama Comedy',239678,'based on novel funeral dysfunctional family death of father man child','This Is Where I Leave You',2014-09-10,41296320,Released,'This Is Where I Leave You','Jason Bateman Tina Fey Adam Driver Rose Byrne Corey Stoll','Shawn Levy'
2110,2135,'Drama Mystery',14359,'sexual abuse boy wine gift janitor',Doubt,2008-11-27,50907234,Released,Doubt,'Meryl Streep Philip Seymour Hoffman Amy Adams Viola Davis Alice Drummond','John Patrick Shanley'
2111,2136,'Music Adventure Animation Action Comedy',3989,'paris france cairo capitalism loss of lover','Team America: World Police',2004-10-10,50907422,Released,'Team America: World Police','Trey Parker Matt Stone Kristen Miller Masasa Moyo Daran Norris','Trey Parker'
2112,2137,'Horror Thriller',76617,'sequel gore leatherface slasher chainsaw','Texas Chainsaw 3D',2013-01-03,47241945,Released,'Texas Chainsaw 3D','Alexandra Daddario Dan Yeager Bill Moseley Marilyn Burns Tania Raymonde','John Luessenhop'
2113,2138,'Drama Thriller',1710,'police brutality psychology police operation police protection serial killer',Copycat,1995-10-27,0,Released,Copycat,'Sigourney Weaver Holly Hunter Will Patton William McNamara Harry Connick Jr.','Jon Amiel'
2114,2139,Comedy,4258,'sequel parody spoof aftercreditsstinger duringcreditsstinger','Scary Movie 5',2013-04-11,78378744,Released,'Scary Movie 5','Simon Rex Ashley Tisdale Charlie Sheen Lindsay Lohan Erica Ash','Malcolm D. Lee'
2115,2140,'Drama Action Comedy Western Music',20391,'mining prospector','Paint Your Wagon',1969-10-15,31678778,Released,'Paint Your Wagon','Lee Marvin Clint Eastwood Jean Seberg Harve Presnell Ray Walston','Joshua Logan'
2116,2141,'History Drama',10139,'gay san francisco homophobia mayor biography',Milk,2008-11-26,54586584,Released,Milk,'Sean Penn Emile Hirsch James Franco Josh Brolin Diego Luna','Gus Van Sant'
2117,2142,Action,335778,'christianity jesus christ apostle crucifixion jerusalem',Risen,2016-02-19,46069568,Released,Risen,'Tom Felton Cliff Curtis Joseph Fiennes Peter Firth Mark Killeen','Kevin Reynolds'
2118,2143,'Horror Mystery Thriller',9645,'cruise pilot ghost ship','Ghost Ship',2002-10-25,68349884,Released,'Ghost Ship','Gabriel Byrne Julianna Margulies Desmond Harrington Ron Eldard Isaiah Washington','Steve Beck'
2119,2144,Comedy,55465,'holiday indian lead beer christmas tree cannabis','A Very Harold & Kumar Christmas',2011-11-04,35387212,Released,'A Very Harold & Kumar Christmas','Neil Patrick Harris John Cho Elias Koteas Danneel Ackles Kal Penn','Todd Strauss-Schulson'
2120,2145,'Crime Drama Mystery',617,'upper class poison sailboat rape sexual abuse','Wild Things',1998-03-20,67200000,Released,'Wild Things','Matt Dillon Kevin Bacon Denise Richards Neve Campbell Theresa Russell','John McNaughton'
2121,2146,'Horror Thriller Mystery',19904,'step father remake','The Stepfather',2009-10-16,0,Released,'The Stepfather','Dylan Walsh Sela Ward Penn Badgley Amber Heard Sherry Stringfield','Nelson McCormick'
2122,2147,'Drama Thriller',48289,'beach mossad secret agent insane asylum lye','The Debt',2010-04-11,45636368,Released,'The Debt','Helen Mirren Ciar\\u00e1n Hinds Tom Wilkinson Jessica Chastain Sam Worthington','John Madden'
2123,2148,'Comedy Drama Romance Music',243,'chicago music record rock and roll record store soul','High Fidelity',2000-03-17,47126295,Released,'High Fidelity','John Cusack Iben Hjejle Todd Louiso Jack Black Lisa Bonet','Stephen Frears'
2124,2149,'Horror Mystery Thriller',6933,'candy loss of sister mobile phone answering machine dying and death','One Missed Call',2008-01-04,0,Released,'One Missed Call','Shannyn Sossamon Edward Burns Ana Claudia Talanc\\u00f3n Ray Wise Azura Skye','Eric Valette'
2125,2150,'Drama Thriller',17182,'rape gun self-defense grieving parents','Eye for an Eye',1996-01-12,0,Released,'Eye for an Eye','Sally Field Kiefer Sutherland Ed Harris Beverly D\'Angelo Charlayne Woodard','John Schlesinger'
2126,2151,'Thriller Crime Drama',8848,'infidelity subway car dealer vault mannequin','The Bank Job',2008-02-28,64822796,Released,'The Bank Job','Jason Statham Saffron Burrows Stephen Campbell Moore Daniel Mays James Faulkner','Roger Donaldson'
2127,2152,'Science Fiction Drama Romance',38,'deja vu regret jealousy amnesia dream','Eternal Sunshine of the Spotless Mind',2004-03-19,72258126,Released,'Eternal Sunshine of the Spotless Mind','Jim Carrey Kate Winslet Kirsten Dunst Mark Ruffalo Elijah Wood','Michel Gondry'
2128,2153,'Comedy Romance',38303,'brother sister relationship marriage bully duringcreditsstinger','You Again',2010-09-24,32005248,Released,'You Again','Kristen Bell Sigourney Weaver Betty White Kristin Chenoweth Odette Annable','Andy Fickman'
2129,2154,'Action Crime Drama Thriller',1266,'police los angeles','Street Kings',2008-04-10,65569869,Released,'Street Kings','Keanu Reeves Forest Whitaker Chris Evans Hugh Laurie Martha Higareda','David Ayer'
2130,2155,'Comedy Action Science Fiction',107985,'end of the world apocalypse trilogy homage','The World\'s End',2013-07-18,46089287,Released,'The World\'s End','Simon Pegg Nick Frost Martin Freeman Eddie Marsan Paddy Considine','Edgar Wright'
2131,2156,'Action Adventure Crime Family Mystery',14043,'california detective based on novel dream kidnapping','Nancy Drew',2007-06-15,0,Released,'Nancy Drew','Emma Roberts Josh Flitter Max Thieriot Rachael Leigh Cook Tate Donovan','Andrew Fleming'
2132,2157,'Fantasy Horror Action Thriller Science Fiction',19901,'female nudity sunrise waitress experiment rain',Daybreakers,2009-01-06,51416464,Released,Daybreakers,'Ethan Hawke Sam Neill Willem Dafoe Claudia Karvan Isabel Lucas','Michael Spierig'
2133,2158,'Comedy Romance',34016,'confidence romantic comedy dating insecurity airport security','She\'s Out of My League',2010-03-11,49779728,Released,'She\'s Out of My League','Alice Eve Jay Baruchel Mike Vogel Krysten Ritter Debra Jo Rupp','Jim Field Smith'
2134,2159,'Adventure Comedy Romance',59860,'monte carlo mistaken identity look-alike young woman texan','Monte Carlo',2011-07-01,17425000,Released,'Monte Carlo','Selena Gomez Katie Cassidy Cory Monteith Leighton Meester Andie MacDowell','Thomas Bezucha'
2135,2160,'Horror Thriller',10069,'video game hacker virtual reality virtual fight baroness','Stay Alive',2006-03-24,27105095,Released,'Stay Alive','Jon Foster Samaire Armstrong Frankie Muniz Jimmi Simpson Wendell Pierce','William Brent Bell'
2136,2161,'Romance Action Adventure Western Drama',9588,'australian chase','Quigley Down Under',1990-10-17,0,Released,'Quigley Down Under','Tom Selleck Laura San Giacomo Alan Rickman Chris Haywood Ron Haddrick','Simon Wincer'
2137,2162,'Family Animation',12819,'wolf arranged marriage forbidden love road trip park','Alpha and Omega',2010-09-17,39300000,Released,'Alpha and Omega','Hayden Panettiere Justin Long Dennis Hopper Christina Ricci Danny Glover','Ben Gluck'
2138,2163,'Action Adventure Fantasy Horror Science Fiction',9954,'magic male friendship college supernatural powers teenager','The Covenant',2006-09-08,37597471,Released,'The Covenant','Steven Strait Laura Ramsey Jessica Lucas Taylor Kitsch Chace Crawford','Renny Harlin'
2139,2164,'Comedy Drama',10115,'gymnastics trainer puberty training sport','Stick It',2006-04-21,0,Released,'Stick It','Jeff Bridges Missy Peregrym Vanessa Lengies Maddy Curley Nikki SooHoo','Jessica Bendinger'
2140,2165,'Comedy Family',25132,?,Shorts,2009-08-21,28972508,Released,Shorts,'Jimmy Bennett Kat Dennings Jolie Vanier William H. Macy James Spader','Robert Rodriguez'
2141,2166,'Fantasy Drama Comedy Thriller',577,'adultery winter obsession television new hampshire','To Die For',1995-05-20,21284514,Released,'To Die For','Nicole Kidman Matt Dillon Joaquin Phoenix Casey Affleck Illeana Douglas','Gus Van Sant'
2142,2167,'Mystery Adventure Crime',328387,'based on novel technology internet hacking teenager',Nerve,2016-07-27,83707310,Released,Nerve,'Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis','Henry Joost'
2143,2168,'Drama Western Crime',12690,'small town rancher',Appaloosa,2008-09-12,20211394,Released,Appaloosa,'Viggo Mortensen Ed Harris Ren\\u00e9e Zellweger Jeremy Irons Timothy Spall','Ed Harris'
2144,2169,'Action Drama Fantasy Horror Thriller',9945,'based on novel new mexico party vampire hunter revenge',Vampires,1998-04-15,0,Released,Vampires,'James Woods Daniel Baldwin Sheryl Lee Thomas Ian Griffith Maximilian Schell','John Carpenter'
2145,2170,'Drama Horror Thriller',539,'hotel clerk arizona shower rain',Psycho,1960-06-16,32000000,Released,Psycho,'Anthony Perkins Vera Miles John Gavin Janet Leigh Martin Balsam','Alfred Hitchcock'
2146,2171,'Romance Comedy',13596,'date sex bar test friendship','My Best Friend\'s Girl',2008-09-19,36620508,Released,'My Best Friend\'s Girl','Dane Cook Kate Hudson Alec Baldwin Jason Biggs Diora Baird','Howard Deutch'
2147,2172,'Drama Romance',226857,'teenage romance','Endless Love',2014-02-12,34077920,Released,'Endless Love','Alex Pettyfer Gabriella Wilde Robert Patrick Rhys Wakefield Emma Rigby','Shana Feste'
2148,2173,'Comedy Drama Romance',13159,'grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager','Georgia Rule',2007-05-11,0,Released,'Georgia Rule','Jane Fonda Lindsay Lohan Felicity Huffman Dermot Mulroney Cary Elwes','Garry Marshall'
2149,2174,Comedy,47941,?,'Under the Rainbow',1981-07-31,2297493,Released,'Under the Rainbow','Chevy Chase Carrie Fisher Eve Arden Joseph Maher Robert Donner','Steve Rash'
2150,2175,'Adventure Drama Fantasy Romance',526,'moon monk swordplay bishop cathedral',Ladyhawke,1985-03-27,18432000,Released,Ladyhawke,'Matthew Broderick Rutger Hauer Michelle Pfeiffer Alfred Molina John Wood','Richard Donner'
2151,2176,'Comedy Drama Family',22796,'illegitimate son','Simon Birch',1998-09-11,18253415,Released,'Simon Birch','Jim Carrey Ashley Judd Ian Michael Smith Joseph Mazzello Oliver Platt','Mark Steven Johnson'
2152,2177,Drama,2355,'confidence trauma leaving one\'s family childhood memory airplane','Reign Over Me',2007-03-23,22222308,Released,'Reign Over Me','Adam Sandler Don Cheadle Jada Pinkett Smith Liv Tyler Saffron Burrows','Mike Binder'
2153,2178,'Adventure Drama',5915,'male nudity parents kids relationship camping cutting the cord self-discovery','Into the Wild',2007-09-11,56255142,Released,'Into the Wild','Emile Hirsch Marcia Gay Harden William Hurt Jena Malone Brian H. Dierker','Sean Penn'
2154,2179,'Comedy Drama Romance',9842,'date competition lovesickness mentor traffic policeman','School for Scoundrels',2006-09-29,17807569,Released,'School for Scoundrels','Billy Bob Thornton Jon Heder Jacinda Barrett Sarah Silverman Michael Clarke Duncan','Todd Phillips'
2155,2180,'Thriller Horror Mystery',61012,'female protagonist another dimension based on video game mall occult ritual','Silent Hill: Revelation 3D',2012-10-10,52302796,Released,'Silent Hill: Revelation 3D','Adelaide Clemens Kit Harington Sean Bean Carrie-Anne Moss Radha Mitchell','Michael J. Bassett'
2156,2181,'Horror Action Thriller Crime',755,'dancing brother brother relationship sexual obsession showdown sheriff','From Dusk Till Dawn',1996-01-19,25836616,Released,'From Dusk Till Dawn','George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu','Robert Rodriguez'
2157,2182,'Animation Family',13682,?,'Pooh\'s Heffalump Movie',2005-02-11,0,Released,'Pooh\'s Heffalump Movie','Jim Cummings John Fiedler Nikita Hopkins Kath Soucie Ken Sansom','Frank Nissen'
2158,2183,'Comedy Drama Romance',9089,'baltimore thanksgiving family clan family conflict generations conflict','Home for the Holidays',1995-11-02,17519169,Released,'Home for the Holidays','Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes','Jodie Foster'
2159,2184,'Action Comedy Crime Fantasy',9470,'kung fu magic mafia defense gangster',功夫,2004-02-10,100914445,Released,'Kung Fu Hustle','Stephen Chow Yuen Wah Yuen Qiu Lam Tze-Chung Huang Sheng-Yi','Stephen Chow'
2160,2185,'Adventure Comedy Family',18357,'human animal relationship musical clowning bear social satire','The Country Bears',2002-07-26,0,Released,'The Country Bears','Haley Joel Osment Diedrich Bader Candy Ford James Gammon Brad Garrett','Peter Hastings'
2161,2186,Drama,7979,'1970s afghanistan hang gliding war in afghanistan taliban','The Kite Runner',2007-10-14,73276047,Released,'The Kite Runner','Khalid Abdalla Atossa Leoni Shaun Toub Zekeria Ebrahimi Ahmad Khan Mahmoodzada','Marc Forster'
2162,2187,'Drama Crime Thriller',470,'life and death transplantation suicide attempt desperation loss of family','21 Grams',2003-09-06,60427839,Released,'21 Grams','Sean Penn Naomi Watts Benicio del Toro Danny Huston Carly Nahon','Alejandro Gonz\\u00e1lez I\\u00f1\\u00e1rritu'
2163,2188,'Action Drama Thriller',15644,'independent film',Paparazzi,2004-09-03,16605763,Released,Paparazzi,'Cole Hauser Robin Tunney Dennis Farina Daniel Baldwin Tom Sizemore','Paul Abascal'
2164,2189,'Comedy Romance',9582,'infidelity bachelor blackmail fantasy truth','A Guy Thing',2003-01-17,17432163,Released,'A Guy Thing','Jason Lee Julia Stiles Selma Blair James Brolin Shawn Hatosy','Chris Koch'
2165,2190,'Drama Comedy Romance Family',10642,'college lost and found older brother younger sister woman director young adult',Loser,2000-07-21,0,Released,Loser,'Jason Biggs Mena Suvari Zak Orth Thomas Sadoski Jimmi Simpson','Amy Heckerling'
2166,2191,Documentary,22074,'usa capitalism capitalist wall street criticism and blame','Capitalism: A Love Story',2009-09-06,17436509,Released,'Capitalism: A Love Story','Michael Moore Thora Birch William Black Elijah Cummings Baron Hill','Michael Moore'
2167,2192,'Drama History',2428,'jesus christ biography epic','The Greatest Story Ever Told',1965-02-15,15473333,Released,'The Greatest Story Ever Told','Max von Sydow Michael Anderson Jr. Carroll Baker Ina Balin Victor Buono','George Stevens'
2168,2193,'Crime Drama Mystery',290751,'fbi missing child','Secret in Their Eyes',2015-10-14,34854990,Released,'Secret in Their Eyes','Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith','Billy Ray'
2169,2194,'Action Comedy',13805,'natural disaster violence mortal danger duringcreditsstinger','Disaster Movie',2008-08-29,14109284,Released,'Disaster Movie','Matt Lanter Vanessa Lachey Nicole Ari Parker Crista Flanagan Gary \'G. Thang\' Johnson','Jason Friedberg'
2170,2195,'Action Crime Drama Thriller',4597,'robbery homeless person bank armored car truck',Armored,2009-12-04,22942221,Released,Armored,'Columbus Short Laurence Fishburne Skeet Ulrich Amaury Nolasco Matt Dillon','Nimr\\u00f3d Antal'
2171,2196,'Comedy Thriller Crime Action',9414,'london england bomb brother brother relationship helicopter based on novel','The Man Who Knew Too Little',1997-11-14,13801755,Released,'The Man Who Knew Too Little','Bill Murray Peter Gallagher Joanne Whalley Alfred Molina Richard Wilson','Jon Amiel'
2172,2197,'Comedy Romance',63492,'based on novel loser magazine womanizer mission','What\'s Your Number?',2011-09-30,30426096,Released,'What\'s Your Number?','Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor','Mark Mylod'
2173,2198,'Action Thriller Science Fiction',81796,'usa president anti hero dementia future space',Lockout,2012-04-12,32204030,Released,Lockout,'Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare','Stephen St. Leger'
2174,2199,Comedy,10710,'jealousy inventor neighbor best friend milliionaire',Envy,2004-04-30,0,Released,Envy,'Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler','Barry Levinson'
2175,2200,'Action Thriller Crime',15092,'female nudity prostitute horse race heart strip club','Crank: High Voltage',2009-04-16,34560577,Released,'Crank: High Voltage','Jason Statham Amy Smart Dwight Yoakam Efren Ramirez Julanne Chidi Hill','Brian Taylor'
2176,2201,'Action Comedy Thriller',11382,'lover (female) talent mafia boss author','Bullets Over Broadway',1994-10-14,0,Released,'Bullets Over Broadway','John Cusack Dianne Wiest Jennifer Tilly Chazz Palminteri Mary-Louise Parker','Woody Allen'
2177,2202,Drama,15005,'based on novel persia queen esther','One Night with the King',2006-10-13,13391174,Released,'One Night with the King','Tiffany Dupont Peter O\'Toole Luke Goss John Noble Omar Sharif','Michael O. Sajbel'
